id,fulltext,label
540,"@TokopediaCare hallo min, mohon cek dm. terima kasih.",netral
541,hey mas mas dan mbak mbak @TokopediaCare kenapa pesan bantuan saya belom ada solusinya tapi sudah ditutup?,negatif
542,@TokopediaCare Percuma sudah di DM lambat respon,negatif
543,Pagi-pagi ada yg mau ngasih handphone @tokopedia @TokopediaCare https://t.co/62CLTsMLHS,positif
544,"RT @koleks1parfum: Hasil perbincangan dengan @TokopediaCare sejak tgl 23 feb adalah S&amp;K bagian P poin 12

Pada awalnya komplen Pembeli di p…",negatif
545,"Hasil perbincangan dengan @TokopediaCare sejak tgl 23 feb adalah S&amp;K bagian P poin 12

Pada awalnya komplen Pembeli di pusat resolusi adalah aroma/bau

sudah dijawab oleh @TokopediaCare dengan S&amp;K bagian P poin 11

(Harusnya masalah ini selesai)

 https://t.co/FTzMq7T7vi https://t.co/e7H4YeYdeL",negatif
546,"@TokopediaCare saya baru transaksi di tokped, sms notifikasi dr bank berhasil tp lsg ada pesan refund. Histori transaksi kosong, jadi gmn ya?",negatif
547,"Dear admin @JNE_ID @JNECare @TokopediaCare barang saya udah masuk hari keempat gak ada progresnya, padahal mau dipakai buat usaha laundry saya. Tolong kejelasannya dan penyelesaiannya. https://t.co/h6eZjlmjbN",negatif
548,@TokopediaCare cek dm dung,netral
549,@TokopediaCare @uwuuuable Cek DM ya kakak,netral
550,"@TokopediaCare min,, nanya untuk verifikasi perubahan nomor telp by phone bisakah. Soalnya by system' lama",negatif
551,"@indahlestari1d1 @TokopediaCare Sama kak aku juga gitu, semoga cepet diproses ya kak sertifikat kita",positif
552,"@kiminonanya @TokopediaCare Iya aku ikut pelatihan di baking world. Sertifikat smpai skrng masih blm keluar di dashboard prakerja. Tapi aku udah tnya pihak baking world dan tokped katanya nunggu 7-10 hari prosesnya. Jadi skrng masih nunggu, semoga aja bisa cepet diproses. Hehe 🙏",positif
553,"@TokopediaCare min mau nanya dong. Klo belanja ditoped, trus dicancel sama sellernya krn dia mau ubah alamat. Tp udah terlanjur pembayaran kan pake cc. Dananya balik kemana min? Cc apa saldo toped? Ccnya ga bs lgs dipake lg soalnya 💔😭",netral
554,@TokopediaCare Terima kasih.. 😊,positif
555,@TokopediaCare Berarti diproses maksimal Minggu malam ya?,netral
556,"Mau ikut pelatihan prakerja melalui Tokopedia @TokopediaCare  @tokopedia dari kemarin sistem error. Tapi kalau buka platform lain, bagus-bagus aja. Ini ada apa yah https://t.co/LHM7GnvvGn",negatif
557,"@TokopediaCare Hai, untuk pencairan dana ke rekening BCA pada Sabtu malam akan diproses Minggu atau hari kerja ya? Tks~",positif
558,Halo admin @tokopedia @TokopediaCare Kalo kaya gini kenapa ya.. Dari kemarenan dicoba mulu gabisa bisa dan tetrp kaya gini https://t.co/byZZ4MnIGu,negatif
559,"Ada diskon nih buat temen2 beli 1 dapet 1 dapet cashback..
Hanya ada di @tokopedia @tokopedia @TokopediaCare @TokopediaCare @ishigamiplanet https://t.co/MJV9QpftOO",positif
560,@HeNdiBu @TokopediaCare @tokopedia @alyapedia sap.. alhamdulillah msh aman terkendali gus,positif
561,@TokopediaCare Cara mengetahui toko yang terakhir yang kita follow gimana Kak? Ini di menu toko favorit sesuai abjad soalnya saya lupa nama tokonya apa ini udah ada ratusan toko yang saya follow. Kalau cek satu² kan lama Kak.,negatif
562,Ppp masi on ga? @TokopediaCare kl masi tolong bales dm ku secepat nya 😭 @TokopediaCare,netral
563,@alyapedia @AhlulQohwah @TokopediaCare @tokopedia Aaah... Hidup dengan nanti dan nanti...nanti buat..buatnya nanti...nanti dan nanti...nganti ra dadi-dadi 🤭🤭🤭🤭😂😂😂,negatif
564,"@HeNdiBu @AhlulQohwah @TokopediaCare @tokopedia Syap, tapi mesin e iku lo 😤",positif
565,@TokopediaCare Pake notes aja siii miiin hihihi. Yg penting catetannya engga hilang😀,positif
566,"@AhlulQohwah @TokopediaCare @tokopedia Aamiin .....dungane dungane...hehehhe
Sehat slku yg disana ya?
Stok kopi terus ready tooo? Lek entek, @alyapedia  siap kirim gus 🤗",positif
567,"Cara melihat toko yang kita follow di Tokopedia itu gimana sih, udah ngubek² ga nemu² 😂 @TokopediaCare @tokopedia",negatif
568,@TokopediaCare Ada phising nih Min https://t.co/Us7IHyPy6G,positif
569,@TokopediaCare tolong dibantu dong min. Komplain ini statusnya sdh selesai. Tp tagihan CC yg masuk blm ada credit masuk ya. Tq https://t.co/a6ai4E3SQd,negatif
570,"@HeNdiBu @TokopediaCare @tokopedia pemula ae duduk manis bayaran, po maneh yen juragan 😭",positif
571,"@TokopediaCare Ini sy tiba² dpt WA dr nmr yg ga dikenal yg atasnamakan tokopedia. Cek DM
Mslh nya ini barusan sy komplain di sini ga sampe 10 mnt di WA. Dpt nmr sy dr mana ya klo misal itu bukan dr.Tokopedia",negatif
572,@TokopediaCare masih bingung mau reksadana atau emas min 😭😭,positif
573,@DennieHeryanto @anteraja_id @anteraja_id @TokopediaCare  punya saya lebih parah dari 28 February Sampai 6 Maret blum sampai. Via Tokopedia dan anteraja https://t.co/OwNSuLNnrM,negatif
574,@HeNdiBu @TokopediaCare @tokopedia juara,positif
575,RT @AyueMeutuwah: Baru terjadi penjualan produk sebesar 30jt di tokoonline @tokopedia awalnya saldo penjualan ditahan 2 Hari info @Tokopedi…,negatif
576,@TokopediaCare ada penipu nih https://t.co/ugEjujHmXB,netral
577,"@TokopediaCare Baik, terima kasih.",positif
578,"@TokopediaCare Nomor resi valid, sesuai yang tertera diaplikasi Gojek. Sudah saya balas DM-nya",negatif
579,"Halo @TokopediaCare ??? Maksudnya gimana ini komplain saya belum beres, janji akan ada info lanjut tau2 komplain ditutup dana diteruskan ke penjual?!!! Balikin uang saya https://t.co/C0ZLbtrY4k",negatif
580,"@TokopediaCare min ini gimana komplain saya belum kelar, uang belum balik. Katanya akan ada perkembangan tau2 komplain ditutup sepihak sama tokopedia??? Duit saya balikin woy!!!! https://t.co/l5DTJ9R1xd",negatif
581,@TokopediaCare Terima kasih,positif
582,"Alhamdulillah... Terima kasih banyak 💚💚💚 @TokopediaCare #TokopediaCareAlwaysCare 
Sukses selaluuu 😚😘🙏 https://t.co/l2rNFqJZOx",positif
583,"@TokopediaCare masih kurang min, masih ada 1 lagi",netral
584,"@TokopediaCare halo min, kok saya beli voucher pelatihan prakerja gak bisa” ya. Dari semalem gagal terus.",negatif
585,@TokopediaCare Iya tapi jawaba nya ngelanturr,negatif
586,"@TokopediaCare @tokopedia saya sudah DM min tolong di selesaikan segera, ini dari bulan lalu loh....",negatif
587,"@TokopediaCare Jd gimana solusinya ya, saya perlu kode vouchernya",negatif
588,"@TokopediaCare Maaf mau nanya kendala soal pembelian pelatihan prakerja ditokopedia, status didasboard prakerja sudah aktif, saldo prakerja sudah terpotong, tapi kenapa diriwayat transaksi tidak ada, soalnya saya perlu kupon vouchernya",negatif
589,"@TokopediaCare malam min, saya ada oderan di toped, orderan diterima dus sobek. Saya blm buka isinya. Apa yg harus saya lakukan? Buda dikomlain? https://t.co/nhAuKgKpN7",negatif
590,"@TokopediaCare Iyaa, soalnya kemarin bilangnya maksimal tanggal 5 maret uang udah masuk dana refund. Tapi sampe sekarang belum ada",negatif
591,"@TokopediaCare Tolong dibantu ditahan dana ke penjual dunk.. pesanan Saya nilainya besar nilainya 12juta an. terlambat.. tapi tidak sesuai dengan pesanan
Pesann Kusen Jendela Aluminium 
Nomor Invoice : INV/20210216/XXI/II/755534535 &amp; 
Nomor Invoice : INV/20210206/XXI/II/746584871",negatif
592,"@TokopediaCare min saya sudah bayar pesanan saya tapi kenapa di batal otomatis sama tokpedia, padahal sudah saya bayar
Cara saya bisa dapetin dana kembali gimana?
Ini bukti transaksinya https://t.co/RV3PE2lhKF",negatif
593,"@TokopediaCare Min aku udah beli voucher pelatihan baking world di tokopedia, udah selesai juga, cuman sampe sekarang sertifikatnya belum ada di dashboard kartu prakerjaku, mohon kejelasannya ya min",negatif
594,"@indahlestari1d1 @TokopediaCare Kak, ikut pelatihan di baking world juga yah? Aku juga beres pelatihan dari tanggal 3, sampe sekarang belum masuk sertifikat ke akun prakerjanya, kaka sekarng gimana kak? Udah ada kejelasan?",negatif
595,RT @TokopediaCare: @itswisnu Eira turut senang apabila pesanan Kakak sudah diterima dengan baik. Jika ada hal yang ingin Kakak ketahui sepu…,positif
596,"Finally, selesai sudah drama ini 😂😂
Terima kasih @tokopedia @TokopediaCare 💚 https://t.co/XLJGpKirjc",positif
597,"@TokopediaCare Sip udah min, makasi",positif
598,"@indahlestari1d1 @TokopediaCare Lama juga ya kalo sampe 3 hari gitu. Aku sih kemaren nyoba pelatihan di bukalapak, lgsg keluar sertifikat nya ga pake lama",negatif
599,"@TokopediaCare Sudah saya balas, mohon segera di respon karena kalau saya tidak masukan resi 1 hari lagi uang saya hangus, barang sudah saya kasih pembeli.",negatif
600,@TokopediaCare min cara pake ovo point kek mana,netral
601,"@tokopedia @TokopediaCare mohon bantuannya untuk edit resi transaksi ini min INV/20210304/XXI/III/769638098 , soalnya sudah tidak bisa di edit karena pesanan sudah tiba ... saya akan dm no resi yg benar jika dm ini di response secepatnya... mohon bantuannya min",netral
602,"@TokopediaCare Dan transaksi juga min....
Thank @TokopediaCare @tokopedia https://t.co/1Jr4Qh6LMP",netral
603,Min tumben dari kemarin nulis ulasan gak bisa2 @TokopediaCare,negatif
604,Ada gila gilanya deh nih @TokopediaCare @tokopedia udh 26 hari gue ngurus refund. Sampai skrg blm turun dananya. Msh dicheck ke pihak terkait. Mohon sabar menunggu. Padalah kmrn udh maksimal 3 hari dijanjikan untuk penyelesaian refund tapi msh  gak commit juga https://t.co/GteChh3zYL,negatif
605,"@TokopediaCare Min ini gimana, tolong dong di proses. Katanya maksimal tanggal 5 Maret 2021 jam 13.45 tapi sekarang belum turun juga dana refundnya https://t.co/dXHBwmIySs",negatif
606,@TokopediaCare Oke kak. Ada 1 case lagi nih kak. Saya top up e money tapi saldo belum masuk. Sementara transaksi sudah berhasil.,negatif
607,"@TokopediaCare Apakah jika transaksi sudah di proses, tidak bisa melakukan pembatalan ? Mohon via DM agar lebih detail",negatif
608,"@TokopediaCare Tolonglah bantu saya selaku penjual dgn sistem dropship internal, saya sudah kirim ke pembeli dan sudah diterima barangnya tapi saya malah dipsrsulit oleh tokopedia, malu sbg e-commerce besar mengambil uang bukan haknya.terima kasih",negatif
609,@TokopediaCare minto sm aku g beda jauh ternyata hahaha,positif
610,"@TokopediaCare Selama ini Tokopedia Care mulu yang jadi Sahabat Terbaik Toppers, Toppers nya juga pgn dong jadi Sahabat Terbaik nya Tokopedia + TANYA  😄😄😄",positif
611,"@TokopediaCare Udah dibantu sama sellernya kak Min, sore ini katanya sampai, hehe semoga aja bener.",positif
612,@TokopediaCare Akuuuuu nanyain belanjaanku dr kmrn dikirim kurir tapi blm nyampe rumah 😭😭,negatif
613,@TokopediaCare Udah dong min. Setiap pesanan sampai langsung aku konfirmasi &amp; kasih ulasan + rating untuk penjualnya. 🥰,positif
614,"@TokopediaCare ''Ready g, kak?''

nanya dulu belinya belakangan adalah jalan ninjaku😭",netral
615,"@TokopediaCare @tokopedia baru selesai kirim min, telat efek baru keluar dari rumah sakit abis operasi 😁😁",positif
616,@TokopediaCare saya ingin menyampaikan keluhan.,negatif
617,@TokopediaCare Bukan aku min. Paket paket WIB ku udah pada nyampe &amp; cashback nya udah pada cair. Tinggal siap2 buat WIB bulan ini 😁😁,positif
618,@TokopediaCare Iya dong min😎,positif
619,"@TokopediaCare Baru ajaa produk dr tokped sampe, jd lg gk nnya2 min😆😆😆",positif
620,@TokopediaCare ngaada duit min,netral
621,@anteraja_id Gimana ini gk gerak2.. @TokopediaCare  tolong di didik lagi ni ekspedisi biar lebih cepat https://t.co/DyDKzcE2DV,negatif
622,"@TokopediaCare bisa dibaca,maaf ga bisa di copy paste https://t.co/319puxVwQz",negatif
623,"@TokopediaCare hallo saya sedang melakukan pembatalan pemesanan, boleh dibantu untuk prosesnya 🙏🏻",netral
624,@TokopediaCare Belum ada DM nya 😀,negatif
625,"@TokopediaCare pembayaran via VA mandiri problem ya? Saya sudah dari tadi belum terverifikasi , padahal sudah kedebet di Mandirinya",negatif
626,@TokopediaCare udah sy reply 🧐,positif
627,hi min @sicepat_ekspres boleh minta tolong bantu untuk resi 000482610293 info dari penerima belum menerima paketnya tapi status paketnya sudah diterima. ini pembelinya komplain ke saya. tolong dibantu ya min @TokopediaCare INV/20210303/XXI/III/768824976. Terima kasih.,negatif
628,"Di pusat resolusi dijanjikan maksimal tanggal 5 maret 2021 jam 13.45 akan diselesaikan, tapi sampai hari ini belum ada kepastian @TokopediaCare https://t.co/jLACtPpK7b",negatif
629,"@TokopediaCare hai min, Saya sdh menyelesaikan pelatihan di baking world dn sudah  mendapatkan sertifikat. Tetapi sertifikatnya blm keluar di dashboard prakerja. Kira2 kpn sertifikatnya keluar min? Krna sdh hampir 3 hari blm juga keluar. Mohon bantuannya ya min. Terima kasih 🙏",negatif
630,"@TokopediaCare Hai min, saya pengguna Indodana Paylater. Di aplikasi Tokopedia katanya menerima pembayaran PaylaterIndodana. Nyatanya kok setiap pembayaran ga pernah ada menu Indodana tuh! Hoax ya min? https://t.co/bY4cGTALDb",negatif
631,@TokopediaCare Maap kak cek lagi ya 🙏🏻😟,negatif
632,"@TokopediaCare bisa tolong disertakan opsi untuk nambah biaya parkir kalo pake kurir gojek/grab?

atau seharusnya itu udah inclusive dari biaya ongkir nya?",negatif
633,"@TokopediaCare Tolong dong lewat dm, privacy",negatif
634,@adityaafrhnn @TokopediaCare @tokopedia ngembat duit doi anjing kan wkwk,negatif
635,@TokopediaCare Sudah difollow min. Terimakasih,positif
636,@mikku87 Hesa sarankan Kakak untuk follow akun twitter Tokopedia @TokopediaCare lebih dulu untuk mempermudah follow up via DM ya Kak. Ditunggu konfirmasinya. :),netral
637,"@TokopediaCare tolong cek dm, segera respon. Lama banget nih nunggu respon dari tokped. Contoh dong Blibli, fast respon.",negatif
638,@TokopediaCare Belum ada masuk min,negatif
639,"@TokopediaCare Dear toped, mohon respon segera untuk perubahan pesanan 25255498 (rubah tanggal booking hotel dari besok ke hari ini). Trims",netral
640,@rinovitas @Yoghakun @TokopediaCare Belinya pas WIB bu..  biasanya bnyak promo ongkir,positif
641,"@TokopediaCare halo admin, bisa gak ya mengajukan perubahan judul produk yg sudah terjual?",netral
642,@TokopediaCare Alhamdulillaaah 🤗🙏 Terima kasih banyak 💚💚💚💚💚💚💚💚💚💚,positif
643,"Min @TokopediaCare mau cek info soal Tokopedia Nabung Emas dong. Jadi, emas yg ditabug di tokped, apakah bisa didapat dalam bentuk emas batangan setelah target nanung sudah sesuai keinginan? Misal target emas 10gram. Apakah bisa jadi dimiliki emas batangannya?",netral
644,#tokopedia Pakai Tokopedia semua produk baik yang jadul maupun baru ada semua. Bahkan terlebih lagi hubungi Tokopedia Care via Twitter bakal lebih cepat responnya mengingat Tokopedia tidak menggunakan layanan Call Center via telepon @TokopediaCare,positif
645,"Pdhl yg dari jkt udah nyampe sejak kmrn. Sama2 blnj hr rabu. Bedanya yg ini pake toko oren dan pake kurir @sicepat_ekspres, bukan @anteraja_id 
Galagi deh belanja di @tokopedia @TokopediaCare kalo default bebas ongkirnya si @anteraja_id 
Mending bayar agak mahalan tp cepet nyampe",negatif
646,"Sebel banget, belanja online dari malang sejak rabu sampe hari ini paketannya masih stuck entah dimana @anteraja_id 
Kenapa sih promo bebas ongkirnya ga bisa milih? @TokopediaCare 
Kalo default bebas ongkirnya pake @anteraja_id mending pindah ke toko oren sih",negatif
647,"Hai @TokopediaCare saya mau info pesanan saya dengan kode invoice INV/20210228/XXI/II/765817517
sudah sampai tapi status di aplikasi tokopedia saya dibatalkan. Mohon untuk teruskan ke penjual.
terima kasih",negatif
648,"@TokopediaCare kecewa banget sma tokped karena g bisa ngelindungin seller dari buyer penipu, barang gw udah dirusakin buyer dg sengaja, data diambil, bisa2nya tokped malah menangin buyer dg mengijinkan buyer untuk refund. Anjrit kesel banget gw!",negatif
649,"@TokopediaCare halo min tolong bantu yaa, udh brp hari mau ubah dekorasi toko gabisa terus https://t.co/JfOIm59f6k",negatif
650,"@TokopediaCare nyesel banget beli pelatihan lewat toped
yg lain beli di bukalapak udah pada masuk ke dashboard sertifikatnya
ini toped bener² mengecewakan
gak bakal ngerekomendasiin beli di platform ini
NYESEL BANGET SUMPAH",negatif
651,⁦@TokopediaCare⁩ list promo sekarang dipindah kemana? Di laman utama banner promo nya cuma 5-6biji doank https://t.co/t6Kzsf2ZlE,negatif
652,@TokopediaCare Pengawasan Tokopedia sangat lemah terhadap toko ajaib yang tiba-tiba muncul. Waspada saja jika Tokopedia ikut terkena gugat secara hukum; tergugat kedua.,negatif
653,"@TokopediaCare Tokopedia ikut bertanggung jawab atas keberhasilan atau ketidakberhasilan penipu melakukan aksinya ke pembeli. Ada ""hole"" di sistemnya. Keluhan pelanggan  - 25250279.

Saya sudah laporkan beberapa toko, dan memang ditindaklanjuti dengan Tokopedia menutup toko tersebut.",negatif
654,"@TokopediaCare Baik, terima kasih Min",positif
655,@TokopediaCare Sudah 3 hari loh min @TokopediaCare,negatif
656,Update : berhasil direfund!! Terimakasih @TokopediaCare &amp; teman-teman twitter yg sudah bantu 😭❤️ dan terimakasih @LevisID yang akhirnya oke dengan refund 🙏🏼,positif
657,"@TokopediaCare hallo kak tolong cek dm saya, dari siang blm ada tanggapan",negatif
658,@TokopediaCare dananya belum masuk! https://t.co/RS8UtdbxPB,negatif
659,"@TokopediaCare malam min, mau tanya untuk payment dari rekening HsBC bisa lewat transfer manual?",netral
660,"@TokopediaCare min saya kan beli voucher spotify di tokopedia.
Namun ketika saya klik link redeem voucher kenapa ga bisa ya?
Malah keluar error seperti ini https://t.co/lWerZZmZR6",negatif
661,@tokopedia @TokopediaCare saya beli paket Internet Smartfren tapi dua kali gagal apakah sedang ada masalah ?,negatif
662,"@TokopediaCare halo min... ini kenapa saya hanya di refund seharga barang yang di kembalikan 70.200 ya? bagaimana dengan ongkir pengembalian barang? sudah saya masukkan resi pengembalian. admin bantuan di komplain pun mengatakan akan mengembalikan ongkir 17.200, tapi yg saya terima hanya 70.200",negatif
663,"@TokopediaCare mim, ko dana saya belom ke refund ya, padahal sudah 1x24 jam... Mohon pencerahannya. Terima kasih",negatif
664,@TokopediaCare mana katany 2x 24 jam danany otomatis balik? Sampe skrg gak masuk tuh! https://t.co/BZywtuydNO,negatif
665,@TokopediaCare makasih kak felix.. semoga bisa ditukar,positif
666,"@TokopediaCare malem min
Knapa di tokoped belom bisa cek tagihan listrik ya? 
Padahal saya cek di tempat lain bisa.",negatif
667,@TokopediaCare Baik.nanti akan saya coba lagi thx,positif
668,@Wafeloo1 @TokopediaCare @tokopedia Tencuuu,positif
669,@TokopediaCare toko saya dapat pesanan tetapi ongkir yg dikenakan di tokopedia beda dengan yg di expedisi.Ada selisih 5rb ongkirnya.Tlg bantu klaim kekurangan ongkirnya,netral
670,"@TokopediaCare Aku sih selalu Care bersama Tokopedia karna selalu 
Memberikan kejutan kejutan yg menarik https://t.co/j7F8D75q20",positif
671,@itswisnu @TokopediaCare @tokopedia Lucuu,positif
672,@TokopediaCare Siap ndan,positif
673,@TokopediaCare Hm mengecewakn ga spesifik balesan di dm @TokopediaCare,negatif
674,"RT @itswisnu: Cerita jujur pengalaman terbaik bersama Tim Tokopedia Care 💚

Sebuah utas—
@TokopediaCare @tokopedia 
#TokopediaCareAlwaysCar…",positif
675,@TokopediaCare kakak tolong aku donk masak aku punya orderan ga d pick up sm abang gojek nya. Udah dr jam 9 pagi request. Tolong dibantu ya,netral
676,@TokopediaCare mimin utk pembayaran pdam kab malang sedang gangguankah? https://t.co/marjuNQ9KZ,netral
677,"@TokopediaCare Udah bisa min, tadi ada tulisan tidak tersedia gituu",positif
678,"@TokopediaCare min care, lagi ga bisa BCA Virtual Account ya?",negatif
679,@anehukrisna @TokopediaCare Oiya lupa WKWKW. Tapi udah dibales beb,positif
680,@TokopediaCare Ok..trima kasih infonya,
681,"@TokopediaCare hai kak mau tanya, bila retur barang ke toko menggunakam grab express input resinya pakai no order kan? kok status retur saya masih ongoing pdhl sudah sampai",negatif
682,@TokopediaCare cashback 300rb ada lagi kapan ya min?,netral
683,"@TokopediaCare saya seller di Tokopedia. Ada yang saya mau tanya, jika pembeli produk saya tidak memberikan ulasan positif/negatif/netral sampai batas waktu ditentukan oleh sistem toped apa yang terjadi dengan reputasi toko saya ?",netral
684,@TokopediaCare Baik. Sudah saya respon kembali mimin 😁,positif
685,@TokopediaCare Mohon di cek lagi ya @TokopediaCare thanks!,positif
686,"@TokopediaCare min, saya sudah melakukan pembayaran tagihan firsmedia lewat tokopedia, tetapi belum ada konfirmasi, bagaimana?",negatif
687,"@TokopediaCare Kak, boleh minta no telp yang bisa dihubungi ga? Saya ada problem terkait komplain pesanan saya. Melalui tokopedia care di chat aplikasi lama di bales dan ga membantu sama sekali. Sampe capek ngomongnya",negatif
688,@haanfhn123 @TokopediaCare Keterlaluan memang @tokopedia ini,negatif
689,@TokopediaCare Baik mimin. Di tunggu info selanjut nya. Semoga lekas pulih jd bisa saya bayaran 🥺. Terima Kasih. 😬,positif
690,RT @haanfhn123: @TokopediaCare Terlalu lama jika 5x24 jam. Saya minta hari ini juga diganti! Sudah 2 minggu saya menunggu dan uang saya bel…,negatif
691,"@TokopediaCare hola min..
Aku nak bayar Uang Kuliah di @UnivTerbuka kenapa selalu gagal yah?
Padahal periode bayar masih hingga 5 Maret 2021.",negatif
692,"RT @VictorJoeSin: @TokopediaCare Tokopedia blm tuntas mengatasi masalah saya, kayaknya memang mau ajak ribut lagi.
Ayooo kalau itu maunya.",negatif
693,"@VictorJoeSin @TokopediaCare Sabar ya...

Anda tidak sendiri...

Kalau permasalahan kami diselesaikan secara sepihak oleh @TokopediaCare 

Nggak serius adminnya menjawab dan mengatasi permasalahan pelanggannya",negatif
694,@TokopediaCare Masih belum seperti yang saya maksud. Kalo feed itu kan konsolidasi update dari SEMUA toko-toko yang saya follow / favorit. Bukan hanya liat per toko. Masa saya harus buka satu persatu halaman tokonya?,negatif
695,"Login aja belum, malah di suru logout, yaudah lah yaa cuma mw info doank @TokopediaCare https://t.co/hyAC6UgDGF",negatif
696,"@TokopediaCare ini kenapa tiap mau cetak label malah muncul begini?
padahal sudah login https://t.co/63MEQI5lCJ",negatif
697,@TokopediaCare terima kasih 🙏,positif
698,"@TokopediaCare min tolong tanya, supaya tampilan harga bisa seperti yang difoto ini caranya gimana ya? Ada tulisan 25% dan harga dicoret? https://t.co/Oy2TS8w5I4",netral
699,@wodisz @tokopedia @TokopediaCare Yeaaaay akhirnya ya dissss 😭,positif
700,"@TokopediaCare min, sy mau klaim asuransi pengiriman, kiriman sy rusak selama pengiriman, caranya gimana min?",netral
701,"RT @itswisnu: Lalu saya chat Tim Tokopedia Care melalui DM twitter &amp; juga Pusat Bantuan di aplikasi Tokopedia, tidak butuh waktu lama, masa…",positif
702,"@TokopediaCare Gagal lagi min transaksinya, loading yg lama bgt udah gantinkode OTP 2x masih belum berhasil https://t.co/XPbaiAssyu",negatif
703,"Halo, saya mau buka rekening @BNICustomerCare lewat @TokopediaCare dari kemarin selalu begini, udah ditunggu tetep aja antrian penuh. https://t.co/2oN78IK5ZI",negatif
704,"@TokopediaCare sebentar sih, katanya Tokopedia lagi overload.. ada sekitar 30menit tadi.. skrg sudah nggak kayaknya.. antara jam 9.30-10 tadi sih..",positif
705,halo @tokopedia @TokopediaCare apa sedang ada masalah untuk pembayaran PBB melalui tokped ya? saya coba 2x bayar selalu gagal,negatif
706,@TokopediaCare Belum masuk min,negatif
707,"@TokopediaCare ada bug, setelah salah input PIN, mw coba klik lupa PIN ga bisa, browser nya chrome Version 88.0.4324.146 https://t.co/0gOsYKjAf0",negatif
708,"Min @TokopediaCare , pesanan yang saya komplain dgn nmr INV/20210210/XXI/II/750162203 tolong difollow up progress-nya. Udah ganti bulan tapi komplain jg belum selesai sampai sekarang 😞",negatif
709,@anteraja_id @TokopediaCare @ShopeeCare kurirnya sering ngga bener nih xixix,negatif
710,"@TokopediaCare Halo, saya membuat pesanan kemarin sore, tapi belum saya bayar.. saya pakai uang yang dari saldo refund, jika saya mau batalin pesanan, apakah uang akan kembali ke saldo saya?",netral
711,"@TokopediaCare sudah min masih blm ada perubahan, status nya masih tetap, biasanya statusnya processed terus ga lama jd completed",positif
712,@TokopediaCare @tokopedia halo tokped saya masih nunggu nih update dari kasus pencurian oleh kurir @GrabID express same day,negatif
713,@TokopediaCare min penarikan saldo kenapa tdk secepat biasanya min,negatif
714,RT @mogalaku2: @starseller_id @TokopediaCare Haha. Sama gan. The worst CS pokoknya. Jawaban cuma template. Masalah ga diselesaikan,negatif
715,"@TokopediaCare pembayaran OVO nya kok lagi gak bisa ya? daritadi Gagal memuat halaman PIN OVO terus, padahal koneksi internet saya stabil 100mbps",negatif
716,"@TokopediaCare Karena pakai nomor HP atau akun Tokopedia Saya ya? G usah pake gitu""an ahh, mending pake ucapan terima kasih, atau mohon maaf gitu lho Min... Lak beres👺🦅",negatif
717,"@TokopediaCare Saya mau buka disini, dan akan tag teman2 yg bisa buat rame nanti.
Maka dari awal saya sdh mint segera selesaikan dgn baik hal ini.
Jd gak sampe repot begini.
Masa jaman sdh canggih begini cara2 primitif masih dipake.",negatif
718,"@HaloBCA @TokopediaCare Untuk pembayaran menggunakan BCA Virtual Account, Tokopedia sedang bermasalah? https://t.co/Jkx3A4t8s2",negatif
719,"@TokopediaCare Permisi 
Saya ingin melakukan komplen, saya sebagai penjual, ingin melakukan ganti resi, dikarenakan saya dropshipper dari marketplace s****e",negatif
720,@TokopediaCare...Selamat pagi Tokopedia Care. Saya dari Lapak Hopedical. Mengapa Power Merchant saya di non aktif...Jadi saya mohon tolong Power Merchan saya diaktifkan kembali...,negatif
721,"@TokopediaCare min, mau bayar tagihan listrik di tokopedia kok belum bisa ya? pas checkout pesannya ""tagihan sudah terbayar"", nyoba di marketplace lain keluar tagihannya 🤔",negatif
722,@TokopediaCare Mana ini sampai saat ini dana saya belum kembalikan tokped atas paket hilang? Kalian mau tahan berapa lama lagi hak dan uang customer?,negatif
723,"@TokopediaCare Selamat pagi kak, cek DM ya. Terima kasih",positif
724,"@TokopediaCare Pagi.
(INV/20210227/XXI/II/764655169) bisa dicancel gak ya? Lama banget gak dikirim2, gagal pickup terus karena barang belum siap di seller. Pdhl lg butuh cepat",negatif
725,@TokopediaCare min refund saya kok blum masuk ya katanya 1*24jam.,negatif
726,@TokopediaCare min cek dm yaaaaa makasi,positif
727,"@TokopediaCare Sudah sy baca,tapi alasan pembatalannya apa? Sy tanya ke seller barang ready dan bisa kirim,knp tiba2 dibatalkan ???",negatif
728,@TokopediaCare dm mana min ga ada dm,negatif
729,@starseller_id @TokopediaCare Haha. Sama gan. The worst CS pokoknya. Jawaban cuma template. Masalah ga diselesaikan,negatif
730,@TokopediaCare Pengalaman yang sangat TIDAK berkesan. Akun tiba2 di batasi dengan dalih melanggar SnK padahal saya sama sekali tidak melanggar. Di mintai bukti jawabannya hanya rahasia internal. #shameonyoutokopediacare!!!,negatif
731,@TokopediaCare halo tokopedia mohon di bantu dong ini udh lama banget dan seller tidak mau bertanggung jawab,negatif
732,"#TokopediaCareAlwaysCare 
Kalian gimana gengs, dah merasakan mantapnya service @TokopediaCare belum??? @SitinjakDiana @agnessarinis @deboraasng_ 
Kuy lah ikutan
#SahabatTerbaikToppers https://t.co/UDDggIExHB",positif
733,Puas bgt dg pelayanan @TokopediaCare #SahabatTerbaikToppers #TokopediaCareAlwaysCare,positif
